Rentrée scolaire;UAI;IPS;Ecart-type de l'IPS
2023;0861447F;126.5;28.5
2023;0870023C;104.3;35.4
2023;0870032M;111.3;32.2
2023;0870049F;92.3;24.7
2023;0870072F;84.7;33.0
2023;0870086W;110.1;30.8
2023;0870684W;111.5;32.7
2023;0870734A;102.2;30.5
2023;0870820U;103.3;29.3
2023;0870871Z;103.7;33.0
2023;0875087G;127.2;26.4
2023;0880005C;90.7;30.9
2023;0880041S;96.8;31.4
2023;0880044V;99.8;29.5
2023;0880045W;93.1;31.6
2023;0880100F;104.2;28.5
2023;0881097P;102.9;33.2
2023;0881148V;102.8;30.8
2023;0881371M;100.4;29.6
2023;0881496Y;122.2;27.3
2023;0890014G;103.5;29.6
2023;0890022R;99.2;27.9
2023;0890024T;84.5;28.5
2023;0890065M;108.7;28.6
2023;0890980G;91.5;30.1
2023;0891055N;117.2;29.1
2023;0891235J;105.6;30.8
2023;0910042B;100.5;34.9
2023;0910046F;118.8;38.1
2023;0910775Y;87.7;27.2
2023;0910777A;96.3;31.3
2023;0910820X;138.9;23.7
2023;0910829G;129.7;26.6
2023;0910967G;135.9;38.9
2023;0910977T;112.0;33.1
2023;0911022S;102.6;35.4
2023;0911034E;119.5;36.9
2023;0911039K;99.6;32.1
2023;0911146B;98.0;29.9
2023;0911150F;103.9;29.9
2023;0911250P;97.7;34.2
2023;0911252S;114.4;36.3
2023;0911256W;112.9;31.6
2023;0911257X;112.4;34.2
2023;0911354C;144.3;32.7
2023;0911490A;103.8;34.6
2023;0911491B;110.0;34.1
2023;0911601W;142.7;29.4
2023;0911747E;121.9;26.6
2023;0911948Y;109.0;32.5
2023;0920068Z;142.6;32.3
2023;0920594W;92.0;28.1
2023;0920653K;129.4;35.9
2023;0920854D;94.1;28.6
2023;0921228K;95.0;33.0
2023;0921233R;118.1;36.2
2023;0921238W;109.5;35.0
2023;0921353W;105.4;34.2
2023;0921391M;113.2;34.0
2023;0921501G;124.8;32.7
2023;0921541A;89.4;26.2
2023;0921623P;85.3;26.2
2023;0921780K;144.7;32.2
2023;0921784P;146.9;33.4
2023;0921903U;107.4;29.2
2023;0921909A;146.4;20.3
2023;0921911C;144.7;20.2
2023;0921914F;148.6;11.6
2023;0921916H;148.4;13.6
2023;0922256C;136.8;25.1
2023;0922578C;117.3;37.6
2023;0922629H;131.1;37.1
2023;0930043S;95.5;32.3
2023;0930586G;99.4;30.8
2023;0930611J;80.0;23.9
2023;0930620U;94.7;29.4
2023;0930623X;105.9;34.6
2023;0930629D;129.2;35.3
2023;0930865K;75.2;22.7
2023;0930959M;114.2;29.8
2023;0931005M;83.6;28.5
2023;0931022F;108.5;27.3
2023;0931151W;95.6;34.6
2023;0931181D;92.9;35.9
2023;0931186J;85.3;27.2
2023;0931187K;80.6;26.8
2023;0931191P;102.3;30.3
2023;0931199Y;82.2;22.8
2023;0931209J;77.0;22.8
2023;0931213N;90.7;34.1
2023;0931218U;82.9;28.7
2023;0931224A;80.2;23.0
2023;0931490P;76.0;23.2
2023;0931497X;88.0;26.4
2023;0931607S;86.4;24.9
2023;0931614Z;90.0;26.8
2023;0931711E;84.8;29.7
2023;0931712F;110.7;39.6
2023;0931846B;137.4;25.3
2023;0931978V;93.4;29.5
2023;0932038K;91.3;25.8
2023;0932043R;114.0;26.3
2023;0932273R;78.2;25.6
2023;0932302X;140.6;23.1
2023;0932310F;80.8;23.5
2023;0932366S;76.9;21.1
2023;0932772H;118.5;28.2
2023;0940003T;83.8;23.3
2023;0940022N;97.2;27.3
2023;0940024R;141.1;33.0
2023;0940042K;94.9;30.8
2023;0940551N;94.3;29.0
2023;0940786U;79.6;22.8
2023;0940789X;113.8;43.8
2023;0940806R;120.7;27.4
2023;0940807S;124.4;27.9
2023;0940892J;121.1;27.7
2023;0941020Y;97.8;34.5
2023;0941037S;96.7;33.5
2023;0941039U;86.8;28.4
2023;0941091A;116.4;39.9
2023;0941103N;88.0;28.3
2023;0941231C;84.8;29.5
2023;0941410X;109.8;32.4
2023;0941411Y;101.3;36.4
2023;0941431V;103.7;33.9
2023;0941603G;92.9;29.9
2023;0941709X;121.4;27.9
2023;0941782B;120.3;32.0
2023;0942127B;88.1;28.4
2023;0942482M;86.3;23.8
2023;0950037Z;91.8;27.9
2023;0950039B;89.2;27.5
2023;0950045H;75.1;21.6
2023;0950722U;88.7;30.0
2023;0950748X;117.0;35.1
2023;0950752B;116.5;26.1
2023;0950760K;133.5;27.2
2023;0950788R;127.0;28.2
2023;0950789S;126.6;31.0
2023;0950796Z;109.6;28.6
2023;0950886X;76.3;21.7
2023;0950887Y;88.6;28.9
2023;0950888Z;81.2;30.1
2023;0950891C;105.5;35.3
2023;0950894F;118.7;38.9
2023;0950898K;116.4;33.0
2023;0950900M;67.4;14.2
2023;0950930V;120.9;35.8
2023;0950936B;120.4;33.1
2023;0951154N;98.3;30.1
2023;0951230W;82.5;25.4
2023;0951354F;99.5;29.8
2023;0951504U;137.1;27.0
2023;0951505V;139.0;22.6
2023;0951636M;103.4;33.6
2023;0951682M;114.4;27.7
2023;0951697D;93.0;30.3
2023;0951726K;100.2;30.7
2023;0951921X;86.9;25.9
2023;0951991Y;124.0;32.6
2023;0952010U;125.3;23.1
2023;0952128X;75.8;27.7
2023;6200040Z;96.7;28.1
2023;6200045E;95.0;25.6
2023;6200185G;115.0;27.4
2023;7200013B;93.2;31.0
2023;7200612C;114.7;33.5
2023;9710015P;86.1;29.5
2023;9710023Y;89.7;31.7
2023;9710025A;93.9;29.3
2023;9710030F;100.0;34.0
2023;9710037N;81.7;27.3
2023;9710040S;98.5;32.3
2023;9710041T;86.0;26.1
2023;9710072B;80.1;25.6
2023;9710073C;89.6;31.7
2023;9710406P;82.5;26.1
2023;9710644Y;94.4;29.1
2023;9710687V;93.3;31.1
2023;9710988X;117.3;29.5
2023;9711087E;77.4;18.0
2023;9711231L;88.1;31.6
2023;9720006Z;95.4;31.6
2023;9720020P;101.4;29.5
2023;9720025V;110.6;34.3
2023;9720052Z;77.5;23.7
2023;9720083H;101.0;25.8
2023;9730020J;74.5;23.7
2023;9730145V;77.5;26.1
2023;9730182K;84.3;30.5
2023;9730247F;68.9;20.0
2023;9730370P;96.5;31.6
2023;9730451C;60.8;20.6
2023;9730536V;118.2;26.1
2023;9740018B;73.3;26.6
2023;9740027L;79.4;33.2
2023;9740044E;79.9;28.7
2023;9740046G;87.5;31.1
2023;9740065C;78.6;28.5
2023;9740091F;75.5;25.6
2023;9740096L;76.5;23.3
2023;9740548C;78.6;25.8
2023;9740595D;76.7;28.2
2023;9740596E;80.5;30.7
2023;9741048W;98.6;41.1
2023;9741049X;75.1;24.6
2023;9741236A;87.7;30.4
2023;9741366S;71.4;22.3
2023;9760167C;90.2;26.5
2023;9760219J;81.6;28.4
2023;9760379H;100.1;31.6
2023;0010022U;95.6;28.9
2023;0010041P;115.0;35.4
2023;0010092V;108.9;29.6
2023;0010794H;102.1;32.0
2023;0010802S;69.0;21.2
2023;0010938P;100.9;34.8
2023;0011151W;129.8;26.8
2023;0011193S;107.2;34.4
2023;0011275F;99.9;35.3
2023;0011360Y;120.6;32.9
2023;0011387C;112.6;31.8
2023;0020002S;100.2;30.7
2023;0020004U;87.9;30.1
2023;0020015F;101.7;33.4
2023;0020018J;90.1;30.1
2023;0020076X;79.9;26.1
2023;0020469Z;108.6;30.2
2023;0020470A;106.8;27.7
2023;0020471B;115.5;29.0
2023;0021491K;101.2;33.1
2023;0021492L;65.7;16.6
2023;0021595Y;89.1;29.3
2023;0021686X;87.3;28.5
2023;0021722L;98.8;26.9
2023;0022113L;98.7;25.0
2023;0022180J;102.4;26.2
2023;0030004N;105.0;34.4
2023;0030022H;105.7;33.2
2023;0030023J;100.1;28.7
2023;0030039B;107.7;32.2
2023;0030048L;83.7;25.9
2023;0030981A;114.2;30.2
2023;0040004H;100.6;26.7
2023;0040022C;108.5;32.1
2023;0050013M;116.1;29.6
2023;0050025A;105.1;32.8
2023;0050043V;115.0;29.7
2023;0050520N;105.7;26.9
2023;0060067R;106.2;30.0
2023;0060072W;102.6;29.9
2023;0060083H;110.8;31.0
2023;0060084J;85.4;24.0
2023;0060676C;116.7;26.0
2023;0060720A;126.6;28.0
2023;0060753L;125.7;27.3
2023;0060795G;102.8;30.4
2023;0060838D;75.5;22.1
2023;0061001F;66.4;20.9
2023;0061006L;123.8;34.8
2023;0061131X;67.5;17.0
2023;0061174U;81.1;24.0
2023;0061175V;110.3;32.9
2023;0061211J;84.3;27.1
2023;0061278G;84.8;26.6
2023;0061339Y;105.0;36.7
2023;0061376N;125.6;35.1
2023;0061459D;135.1;26.5
2023;0061670H;131.2;34.6
2023;0061825B;115.4;33.2
2023;0061925K;142.8;31.9
2023;0062181N;114.8;31.5
2023;0070006U;87.9;31.7
2023;0070017F;107.0;32.2
2023;0070025P;106.7;32.4
2023;0070037C;104.7;30.9
2023;0070040F;107.4;31.6
2023;0070080Z;110.2;27.1
2023;0070848J;101.6;34.5
2023;0070849K;107.4;31.9
2023;0071168G;99.3;24.8
2023;0071169H;100.2;33.0
2023;0071192H;106.1;27.3
2023;0071300A;103.2;32.3
2023;0080036W;84.1;28.2
2023;0080046G;95.7;34.2
2023;0081104G;94.8;29.8
2023;0090055L;99.9;30.2
2023;0090056M;93.1;33.2
2023;0090573Z;99.9;32.0
2023;0090574A;104.0;29.4
2023;0100011H;99.9;26.1
2023;0100028B;94.6;25.0
2023;0100745F;97.9;26.2
2023;0100806X;99.3;31.8
2023;0100962S;125.8;27.8
2023;0110015G;92.3;30.9
2023;0110021N;95.4;31.1
2023;0110044N;121.6;27.5
2023;0110068P;88.6;30.0
2023;0110672W;78.9;27.6
2023;0110859Z;95.2;32.3
2023;0110870L;106.1;26.9
2023;0120020G;101.8;27.8
2023;0120878P;100.6;31.4
2023;0121257B;95.2;23.8
2023;0121258C;106.6;23.2
2023;0121295T;102.0;27.9
2023;0131259Y;120.5;32.9
2023;0131322S;124.1;28.8
2023;0131366P;112.8;27.3
2023;0131372W;94.6;21.6
2023;0131375Z;75.1;23.6
2023;0131385K;134.9;27.9
2023;0131548M;116.5;35.4
2023;0131603X;120.9;35.1
2023;0131706J;106.2;31.2
2023;0131712R;115.9;34.5
2023;0131750G;93.4;29.6
2023;0131887F;82.5;19.9
2023;0131927Z;116.5;34.5
2023;0131935H;64.2;19.8
2023;0132007L;87.0;26.1
2023;0132310R;107.8;31.8
2023;0132312T;110.7;33.8
2023;0132314V;87.3;27.7
2023;0132326H;94.0;31.4
2023;0132572A;85.5;31.2
2023;0132785G;60.6;16.1
2023;0132914X;147.1;27.4
2023;0132917A;140.5;23.9
2023;0132949K;132.3;29.9
2023;0132954R;135.7;26.4
2023;0133115R;134.9;33.9
2023;0133243E;118.7;33.9
2023;0133353Z;132.8;30.5
2023;0133374X;124.9;28.5
2023;0134094E;123.1;35.3
2023;0134342Z;141.0;24.0
2023;0140006F;105.1;33.0
2023;0140008H;95.5;28.8
2023;0140041U;112.3;31.1
2023;0140051E;115.7;31.7
2023;0140087U;121.2;34.2
2023;0141167T;104.9;26.1
2023;0141212S;111.4;25.9
2023;0141273H;92.8;28.9
2023;0141313B;108.6;42.0
2023;0141315D;81.0;24.3
2023;0141363F;81.2;23.9
2023;0141641H;108.1;31.3
2023;0141642J;99.9;29.6
2023;0141684E;111.0;31.4
2023;0141766U;108.4;35.7
2023;0141860W;112.4;28.3
2023;0141940H;105.5;32.2
2023;0141964J;103.3;30.4
2023;0150011F;102.8;26.4
2023;0150023U;101.9;29.0
2023;0150024V;103.0;29.9
2023;0150027Y;99.9;25.5
2023;0150053B;103.9;28.3
2023;0160012B;102.4;28.5
2023;0160034A;98.9;29.6
2023;0160075V;111.1;31.7
2023;0160864C;83.6;26.6
2023;0160894K;106.4;30.3
2023;0160895L;97.6;30.9
2023;0161049D;111.4;25.5
2023;0161050E;121.3;25.8
2023;0170050M;94.8;27.5
2023;0170102U;126.0;27.6
2023;0170120N;110.3;25.8
2023;0170386C;97.3;29.9
2023;0170389F;97.6;27.5
2023;0170970M;119.4;34.6
2023;0171118Y;92.2;30.6
2023;0171129K;107.5;28.4
2023;0171215D;101.0;26.8
2023;0180037T;75.4;25.6
2023;0180568V;95.3;32.8
2023;0180586P;100.2;30.1
2023;0180592W;97.7;29.8
2023;0180593X;83.7;31.1
2023;0180644C;98.8;27.6
2023;0180646E;97.7;28.9
2023;0190004B;106.5;29.4
2023;0190006D;102.0;30.4
2023;0190016P;98.9;27.3
2023;0190030E;107.9;31.9
2023;0190614P;111.6;32.0
2023;0190635M;72.7;20.2
2023;0190723H;110.5;32.7
2023;0190740B;104.4;33.8
2023;0210024M;101.0;34.2
2023;0210050R;97.8;28.8
2023;0210051S;119.6;33.3
2023;0211034K;125.9;37.9
2023;0211070Z;123.0;28.9
2023;0211151M;133.7;26.1
2023;0211162Z;101.1;39.6
2023;0211164B;106.6;29.3
2023;0211389W;116.9;34.4
2023;0220029M;93.8;23.3
2023;0220047G;113.7;31.2
2023;0220061X;90.8;24.9
2023;0220081U;103.5;36.2
2023;0220136D;95.7;26.9
2023;0220144M;101.0;24.8
2023;0220149T;94.9;27.4
2023;0220161F;105.8;25.3
2023;0220166L;101.8;23.0
2023;0221029Z;121.7;34.7
2023;0221594N;98.7;26.6
2023;0221619R;103.8;23.5
2023;0221747E;102.5;25.6
2023;0221748F;105.7;25.3
2023;0230006G;91.4;27.9
2023;0230010L;103.5;27.1
2023;0230011M;90.4;23.1
2023;0230012N;103.9;25.7
2023;0230017U;107.9;32.3
2023;0230028F;103.0;29.9
2023;0230488F;112.4;33.6
2023;0230507B;95.8;26.7
2023;0240056F;97.6;28.6
2023;0240065R;97.7;27.2
2023;0240086N;102.8;24.2
2023;0240106K;92.1;27.4
2023;0240996C;94.4;32.5
2023;0250009Z;107.5;40.0
2023;0250015F;103.9;34.3
2023;0250016G;95.0;32.9
2023;0250052W;91.8;27.5
2023;0251048D;100.1;26.2
2023;0251054K;97.7;24.0
2023;0251055L;106.7;26.5
2023;0251057N;113.8;31.9
2023;0251130T;101.1;34.6
2023;0251376K;117.4;32.9
2023;0251573Z;114.6;42.5
2023;0251599C;79.9;26.9
2023;0260001K;107.2;34.5
2023;0260002L;104.7;31.9
2023;0260004N;120.1;34.1
2023;0260012X;101.2;31.9
2023;0260026M;110.1;33.3
2023;0260032U;92.1;31.4
2023;0260766S;88.4;34.9
2023;0260978X;93.5;32.1
2023;0261092W;108.7;34.9
2023;0261094Y;95.2;34.4
2023;0261136U;115.1;30.6
2023;0270001E;98.6;29.8
2023;0270022C;90.5;31.6
2023;0270036T;96.2;32.5
2023;0270038V;106.3;34.2
2023;0270041Y;96.1;24.4
2023;0271047S;114.3;26.6
2023;0271060F;112.1;26.2
2023;0271099Y;96.5;28.4
2023;0271104D;88.0;29.2
2023;0271122Y;93.7;29.5
2023;0271173D;107.6;34.9
2023;0271320N;95.3;28.8
2023;0271631B;93.4;29.3
2023;0280016R;107.0;31.2
2023;0280024Z;87.5;26.5
2023;0280679L;108.3;26.8
2023;0280701K;112.4;28.3
2023;0280702L;98.1;26.5
2023;0280716B;78.4;23.1
2023;0280755U;112.4;36.7
2023;0280756V;109.3;37.4
2023;0280883H;96.9;29.3
2023;0280918W;76.0;24.1
2023;0280993C;131.8;26.0
2023;0281095N;117.3;31.9
2023;0290021R;108.5;33.2
2023;0290064M;110.4;30.2
2023;0290065N;107.3;29.8
2023;0290083H;104.3;31.8
2023;0290093U;106.7;28.2
2023;0290252S;95.8;17.9
2023;0290293L;102.2;23.2
2023;0290297R;122.1;25.0
2023;0290302W;100.2;23.4
2023;0290310E;107.6;28.7
2023;0290316L;101.7;21.6
2023;0290320R;109.6;34.1
2023;0290330B;104.1;28.3
2023;0290674A;100.0;22.2
2023;0291085X;103.9;33.0
2023;0291089B;88.9;29.5
2023;0291631R;101.2;27.8
2023;0291716H;111.5;29.5
2023;0291874E;117.3;25.6
2023;0291879K;114.2;28.2
2023;0291880L;123.8;33.6
2023;0291883P;114.9;28.4
2023;0291928N;122.2;35.3
2023;0300001N;96.0;29.5
2023;0300006U;99.6;31.3
2023;0300036B;98.3;28.1
2023;0300039E;102.9;32.5
2023;0300088H;112.6;28.3
2023;0300947S;78.8;24.9
2023;0301213F;107.6;32.7
2023;0301283G;107.1;32.4
2023;0301356L;111.2;28.8
2023;0301721H;108.7;31.0
2023;0310003K;102.6;33.4
2023;0310019C;92.0;28.8
2023;0310025J;107.8;36.8
2023;0310029N;113.2;31.4
2023;0310031R;103.2;27.8
2023;0310084Y;106.2;32.8
2023;0311111P;91.4;33.0
2023;0311162V;118.3;26.6
2023;0311169C;130.4;28.5
2023;0311171E;130.1;30.8
2023;0311176K;139.7;24.9
2023;0311232W;102.1;38.6
2023;0311573S;131.6;32.6
2023;0311633G;111.6;41.9
2023;0311686P;106.6;37.7
2023;0311687R;112.3;36.5
2023;0311689T;104.7;31.4
2023;0311720B;111.7;34.4
2023;0311962P;143.6;20.1
2023;0312092F;130.5;40.1
2023;0312139G;105.8;35.5
2023;0312140H;125.7;36.8
2023;0312609T;129.5;33.2
2023;0312610U;120.6;34.5
2023;0312698P;131.0;34.4
2023;0312700S;124.3;33.8
2023;0312729Y;118.2;33.9
2023;0312868Z;111.8;32.8
2023;0312885T;140.7;29.9
2023;0313079D;100.7;41.8
2023;0320010M;92.9;32.3
2023;0330091V;97.8;32.3
2023;0330113U;92.5;27.1
2023;0330129L;105.8;29.9
2023;0330138W;95.4;29.1
2023;0330146E;98.1;37.7
2023;0331500B;124.5;28.7
2023;0331507J;127.1;26.7
2023;0331519X;136.5;22.7
2023;0331528G;104.2;24.8
2023;0331618E;105.9;39.1
2023;0331619F;78.0;27.8
2023;0331662C;145.1;33.6
2023;0331753B;85.5;33.3
2023;0332085M;108.1;31.9
2023;0332191C;100.1;40.5
2023;0332195G;107.4;35.9
2023;0332246M;113.0;35.3
2023;0332285E;95.9;39.5
2023;0332341R;100.4;31.4
2023;0332342S;133.6;33.4
2023;0332806W;127.4;30.2
2023;0333213N;93.0;30.8
2023;0333287U;116.5;30.8
2023;0333484H;99.9;27.2
2023;0333530H;116.7;35.4
2023;0333531J;89.0;26.1
2023;0340031Z;78.2;26.9
2023;0340037F;96.9;31.9
2023;0340054Z;102.7;29.3
2023;0340110K;135.1;34.7
2023;0340117T;97.1;34.5
2023;0340836Z;67.7;21.9
2023;0340869K;126.0;27.6
2023;0340872N;120.4;28.2
2023;0340876T;132.7;26.6
2023;0340885C;119.9;30.2
2023;0340894M;116.2;28.5
2023;0340896P;105.1;25.1
2023;0340897R;115.0;28.0
2023;0340899T;135.4;26.7
2023;0340955D;82.1;35.0
2023;0340996Y;70.3;17.9
2023;0341032M;90.1;26.6
2023;0341277D;99.1;35.5
2023;0341280G;120.7;31.3
2023;0341366A;101.7;32.7
2023;0341368C;120.9;33.3
2023;0341388Z;101.5;32.1
2023;0341537L;118.9;34.1
2023;0341826A;133.7;34.2
2023;0342036D;127.3;33.8
2023;0342050U;99.9;30.0
2023;0342076X;108.8;31.5
2023;0342078Z;109.0;32.0
2023;0342080B;117.8;28.0
2023;0342131G;94.7;33.7
2023;0342488V;93.8;35.1
2023;0350017D;98.0;28.7
2023;0350021H;95.6;30.8
2023;0350033W;133.7;41.3
2023;0350039C;118.3;34.3
2023;0350760L;96.6;40.0
2023;0350767U;108.4;25.9
2023;0350773A;127.6;27.4
2023;0350775C;111.7;31.0
2023;0350835T;129.5;27.5
2023;0350866B;113.3;28.5
2023;0350869E;98.0;23.6
2023;0350878P;105.6;27.2
2023;0350889B;121.1;29.6
2023;0350916F;105.6;35.9
2023;0350963G;90.4;35.9
2023;0350965J;116.7;43.2
2023;0350969N;93.4;31.7
2023;0350970P;96.5;31.7
2023;0351799R;85.3;25.5
2023;0351847T;115.1;36.7
2023;0351851X;82.9;35.6
2023;0351852Y;114.1;37.4
2023;0352070K;138.2;26.5
2023;0352319F;134.2;26.3
2023;0352589Z;91.8;35.9
2023;0352691K;114.4;33.5
2023;0352959B;124.1;31.7
2023;0353006C;135.0;27.7
2023;0360030M;99.4;27.5
2023;0360511K;104.9;24.4
2023;0360525A;91.4;28.8
2023;0360541T;69.2;21.0
2023;0360567W;113.8;30.5
2023;0360568X;111.4;29.9
2023;0360690E;103.0;31.8
2023;0370051E;98.8;28.5
2023;0370730T;126.0;30.6
2023;0370740D;118.4;29.4
2023;0370765F;117.7;37.9
2023;0370799T;113.5;33.1
2023;0370885L;105.4;31.0
2023;0370993D;116.0;30.1
2023;0371124W;108.2;31.0
2023;0371192V;94.2;29.1
2023;0371208M;106.0;28.9
2023;0371316E;95.7;37.8
2023;0371325P;127.6;27.7
2023;0380026X;110.2;32.3
2023;0380039L;109.3;28.3
2023;0380046U;100.2;31.9
2023;0380047V;109.8;32.8
2023;0380058G;123.2;39.3
2023;0380062L;115.7;34.6
2023;0380072X;106.4;34.1
2023;0381692H;111.1;27.1
2023;0381701T;108.9;29.0
2023;0381704W;123.5;27.5
2023;0381710C;120.8;32.4
2023;0381776Z;111.0;42.9
2023;0381780D;74.3;23.3
2023;0381810L;84.4;30.8
2023;0381812N;99.2;33.8
2023;0381905P;114.1;37.6
2023;0382036G;111.0;38.5
2023;0382043P;94.2;27.9
2023;0382104F;84.6;28.1
2023;0382110M;91.0;29.1
2023;0382111N;117.2;40.4
2023;0382195E;121.9;28.9
2023;0382265F;104.8;32.9
2023;0382426F;101.5;36.5
2023;0382429J;129.6;32.7
2023;0382504R;89.4;26.7
2023;0382583B;124.4;27.0
2023;0382584C;129.3;28.9
2023;0382705J;108.1;32.5
2023;0383243U;147.3;35.9
2023;0383437E;108.7;23.5
2023;0383475W;116.7;26.8
2023;0390016F;105.0;30.4
2023;0390022M;106.9;34.8
2023;0390073T;105.4;22.6
2023;0390081B;96.3;23.8
2023;0390784R;97.3;26.2
2023;0390797E;104.5;36.5
2023;0390883Y;88.0;30.6
2023;0390922R;93.3;26.9
2023;0391002C;105.1;28.9
2023;0400025K;97.2;29.5
2023;0400026L;99.0;28.2
2023;0400033U;96.1;27.2
2023;0400038Z;103.2;30.8
2023;0400042D;101.7;30.0
2023;0400072L;108.3;26.5
2023;0400075P;111.9;25.7
2023;0400090F;96.9;31.9
2023;0400740M;100.5;30.8
2023;0400779E;104.9;33.2
2023;0401022U;122.6;27.0
2023;0401077D;90.4;27.9
2023;0401091U;113.4;32.7
2023;0410008L;101.3;28.8
2023;0410566T;99.5;30.9
2023;0410632P;98.5;28.0
2023;0410678P;100.8;28.1
2023;0410717G;93.3;29.0
2023;0410918A;127.1;29.2
2023;0420058K;103.5;31.7
2023;0420060M;102.7;30.9
2023;0420916T;78.8;29.2
2023;0420968Z;85.5;32.9
2023;0421016B;92.7;23.8
2023;0421043F;105.5;25.9
2023;0421068H;107.3;33.4
2023;0421085B;100.3;29.6
2023;0421086C;103.8;34.8
2023;0421171V;113.6;34.2
2023;0421174Y;106.0;29.9
2023;0421607U;115.3;31.3
2023;0421658Z;102.7;24.9
2023;0421684C;74.5;26.6
2023;0421686E;71.7;22.1
2023;0421734G;116.7;35.2
2023;0421801E;119.4;31.2
2023;0421803G;92.8;27.9
2023;0430013F;102.0;30.7
2023;0430026V;99.7;29.5
2023;0430029Y;92.5;28.2
2023;0430074X;111.8;26.6
2023;0430093T;100.5;23.9
2023;0430663M;110.0;34.2
2023;0430854V;99.0;34.1
2023;0430899U;106.9;26.7
2023;0430906B;111.1;28.7
2023;0430909E;98.2;27.7
2023;0430987P;107.4;33.5
2023;0431009N;110.4;25.9
2023;0440010X;108.6;35.1
2023;0440015C;97.0;29.9
2023;0440061C;102.4;27.3
2023;0440064F;114.4;40.5
2023;0440182J;109.3;26.7
2023;0440198B;123.4;27.7
2023;0440203G;100.0;28.5
2023;0440219Z;106.0;25.6
2023;0440229K;127.2;27.0
2023;0440232N;102.9;25.3
2023;0440239W;116.3;26.5
2023;0440242Z;115.2;28.7
2023;0440283U;97.2;39.7
2023;0440284V;78.7;32.3
2023;0440287Y;108.4;37.1
2023;0440309X;76.2;19.6
2023;0440311Z;81.2;27.2
2023;0440316E;106.7;35.1
2023;0440534S;103.2;38.8
2023;0441545R;107.7;43.4
2023;0441613P;70.6;21.4
2023;0441724K;108.2;38.8
2023;0441728P;98.1;29.1
2023;0441917V;95.0;27.9
2023;0441932L;140.3;23.7
2023;0441934N;143.0;21.2
2023;0441937S;129.7;29.4
2023;0441939U;103.2;25.9
2023;0441941W;122.2;30.3
2023;0442052S;110.7;31.7
2023;0442186M;107.5;32.1
2023;0442542Z;110.2;31.8
2023;0442637C;129.9;32.5
2023;0442691L;113.4;32.6
2023;0442835T;107.3;39.8
2023;0442921L;99.5;33.4
2023;0450003J;104.9;29.8
2023;0450023F;112.8;31.8
2023;0450034T;97.8;29.2
2023;0450038X;97.5;36.2
2023;0450045E;104.2;31.0
2023;0450118J;133.8;27.3
2023;0450783G;108.3;35.1
2023;0450785J;103.3;42.1
2023;0451035F;101.8;32.6
2023;0451072W;110.6;34.6
2023;0451245J;87.8;29.7
2023;0451329A;133.9;25.1
2023;0451499K;106.7;36.9
2023;0451735S;118.4;28.5
2023;0460018V;103.6;24.2
2023;0460020X;100.9;28.0
2023;0460022Z;99.8;32.7
2023;0460024B;93.7;28.5
2023;0460027E;102.6;29.3
2023;0460528Z;108.6;34.9
2023;0460565P;108.1;30.4
2023;0470008D;94.7;33.4
2023;0470061L;112.5;27.2
2023;0470066S;121.4;30.0
2023;0470068U;105.4;27.7
2023;0470069V;114.4;29.6
2023;0470105J;102.5;30.5
2023;0470774L;84.1;26.7
2023;0470811B;112.9;26.7
2023;0490026M;98.9;35.2
2023;0490027N;106.4;31.8
2023;0490046J;106.1;30.3
2023;0490057W;108.2;33.0
2023;0490829K;126.0;28.8
2023;0490836T;107.2;28.1
2023;0490851J;107.1;27.5
2023;0490856P;110.7;29.0
2023;0490858S;108.9;28.8
2023;0490865Z;95.9;26.1
2023;0490953V;84.6;28.6
2023;0491026Z;107.9;35.8
2023;0491261E;106.6;32.1
2023;0491262F;90.4;25.8
2023;0491706N;101.2;31.9
2023;0491859E;88.4;32.7
2023;0500006K;106.5;30.9
2023;0500052K;96.1;26.2
2023;0500059T;94.4;25.3
2023;0500080R;99.6;32.8
2023;0500095G;91.6;33.9
2023;0500123M;102.6;25.8
2023;0500140F;116.1;29.8
2023;0500149R;101.7;21.1
2023;0501217B;103.1;33.1
2023;0501218C;87.5;27.3
2023;0501242D;91.9;28.4
2023;0501302U;94.8;29.3
2023;0501458N;93.5;25.0
2023;0501701C;116.5;27.0
2023;0501830T;94.2;27.8
2023;0502008L;112.6;38.3
2023;0510001Z;97.2;28.1
2023;0510002A;100.6;29.6
2023;0510010J;102.9;33.8
2023;0510011K;95.6;33.4
2023;0510016R;96.3;32.5
2023;0510026B;91.4;29.6
2023;0510044W;76.8;23.6
2023;0510052E;91.1;27.4
2023;0510056J;96.0;25.5
2023;0510059M;100.6;26.8
2023;0511083A;89.0;29.2
2023;0511138K;130.7;26.0
2023;0511139L;108.3;29.2
2023;0511176B;105.1;28.1
2023;0511474A;85.4;28.5
2023;0511476C;93.5;29.0
2023;0511531M;94.9;37.6
2023;0511564Y;123.7;32.0
2023;0511567B;99.2;30.1
2023;0520026W;103.4;30.8
2023;0520052Z;91.8;36.3
2023;0520708M;92.9;30.1
2023;0520733P;109.9;32.2
2023;0520814C;93.1;29.6
2023;0520966T;113.2;25.5
2023;0520967U;107.0;25.0
2023;0521123N;100.8;30.0
2023;0530001N;97.4;27.2
2023;0530031W;88.9;29.2
2023;0530060C;94.8;19.9
2023;0530065H;98.6;26.2
2023;0530484N;80.1;30.0
2023;0530584X;83.6;22.4
2023;0530770Z;100.0;24.1
